;;preco;qtidade
MATO GROSSO SUL;November 2015;5,0;17,6
MATO GROSSO SUL;December 2015;5,0;17,4
MATO GROSSO SUL;January 2016;6,0;17,1
MATO GROSSO SUL;February 2016;7,0;17,0
MATO GROSSO SUL;March 2016;6,0;17,3
MATO GROSSO SUL;April 2016;7,0;16,9
MATO GROSSO SUL;May 2016;9,0;16,5
MATO GROSSO SUL;June 2016;9,0;16,7
MATO GROSSO SUL;July 2016;7,0;17,0
MATO GROSSO SUL;August 2016;6,0;17,0
MATO GROSSO SUL;September 2016;7,0;17,0
MATO GROSSO SUL;October 2016;5,0;17,6
MATO GROSSO SUL;November 2016;9,0;16,7
MATO GROSSO SUL;December 2016;8,0;16,7
MATO GROSSO SUL;January 2017;10,0;16,4
MATO GROSSO SUL;February 2017;8,0;16,6
MATO GROSSO SUL;March 2017;7,0;16,9
MATO GROSSO SUL;April 2017;10,0;16,3
MATO GROSSO SUL;May 2017;7,0;16,9
MATO GROSSO SUL;June 2017;8,0;16,7
MATO GROSSO SUL;July 2017;8,0;16,9
MATO GROSSO SUL;August 2017;7,0;16,8
MATO GROSSO SUL;September 2017;5,0;17,3
MATO GROSSO SUL;October 2017;6,0;17,2
MATO GROSSO SUL;November 2017;10,0;16,4
MATO GROSSO SUL;December 2017;5,0;17,4
MATO GROSSO SUL;January 2018;7,0;17,0
MATO GROSSO SUL;February 2018;8,0;16,8
MATO GROSSO SUL;March 2018;7,0;16,9
MATO GROSSO SUL;April 2018;9,0;16,4
MATO GROSSO SUL;May 2018;6,0;17,3
MATO GROSSO SUL;June 2018;10,0;16,4
MATO GROSSO SUL;July 2018;8,0;16,7
MATO GROSSO SUL;August 2018;8,0;16,9
MATO GROSSO SUL;September 2018;6,0;17,1
MATO GROSSO SUL;October 2018;9,0;16,7
MATO GROSSO SUL;November 2018;6,0;17,1
MATO GROSSO SUL;December 2018;5,0;17,3
MATO GROSSO SUL;January 2019;6,0;17,3
MATO GROSSO SUL;February 2019;5,0;17,4
MATO GROSSO SUL;March 2019;7,0;17,0
MATO GROSSO SUL;April 2019;7,0;16,9
MATO GROSSO SUL;May 2019;6,0;17,3
MATO GROSSO SUL;June 2019;8,0;16,7
MATO GROSSO SUL;July 2019;7,0;16,9
MATO GROSSO SUL;August 2019;10,0;16,5
MATO GROSSO SUL;September 2019;10,0;16,3
MATO GROSSO SUL;October 2019;7,0;17,1
MATO GROSSO SUL;November 2019;6,0;17,0
MINAS GERAIS;December 2009;7,0;17,0
MINAS GERAIS;January 2010;9,0;16,7
MINAS GERAIS;February 2010;10,0;16,3
MINAS GERAIS;March 2010;5,0;17,4
MINAS GERAIS;April 2010;6,0;17,2
MINAS GERAIS;May 2010;6,0;17,2
MINAS GERAIS;June 2010;5,0;17,6
MINAS GERAIS;July 2010;5,0;17,6
MINAS GERAIS;August 2010;6,0;17,3
MINAS GERAIS;September 2010;10,0;16,5
MINAS GERAIS;October 2010;8,0;16,9
MINAS GERAIS;November 2010;7,0;17,1
MINAS GERAIS;December 2010;5,0;17,6
MINAS GERAIS;January 2011;8,0;16,9
MINAS GERAIS;February 2011;8,0;16,9
MINAS GERAIS;March 2011;7,0;17,0
MINAS GERAIS;April 2011;10,0;16,5
MINAS GERAIS;May 2011;8,0;16,7
MINAS GERAIS;June 2011;7,0;17,0
MINAS GERAIS;July 2011;7,0;17,1
MINAS GERAIS;August 2011;9,0;16,5
MINAS GERAIS;September 2011;7,0;17,1
MINAS GERAIS;October 2011;9,0;16,6
MINAS GERAIS;November 2011;5,0;17,5
MINAS GERAIS;December 2011;5,0;17,4
MINAS GERAIS;January 2012;7,0;16,8
MINAS GERAIS;February 2012;10,0;16,5
MINAS GERAIS;March 2012;8,0;16,7
MINAS GERAIS;April 2012;9,0;16,5
MINAS GERAIS;May 2012;6,0;17,4
MINAS GERAIS;June 2012;9,0;16,5
MINAS GERAIS;July 2012;9,0;16,7
MINAS GERAIS;August 2012;8,0;16,6
MINAS GERAIS;September 2012;7,0;17,1
MINAS GERAIS;October 2012;5,0;17,4
MINAS GERAIS;November 2012;5,0;17,6
MINAS GERAIS;December 2012;6,0;17,3
MINAS GERAIS;January 2013;8,0;16,8
MINAS GERAIS;February 2013;10,0;16,5
MINAS GERAIS;March 2013;8,0;16,9
MINAS GERAIS;April 2013;10,0;16,3
MINAS GERAIS;May 2013;10,0;16,3
MINAS GERAIS;June 2013;10,0;16,5
MINAS GERAIS;July 2013;6,0;17,1
MINAS GERAIS;August 2013;7,0;16,9
MINAS GERAIS;September 2013;5,0;17,3
MINAS GERAIS;October 2013;7,0;17,0
MINAS GERAIS;November 2013;5,0;17,4
MINAS GERAIS;December 2013;6,0;17,3
MINAS GERAIS;January 2014;5,0;17,5
MINAS GERAIS;February 2014;8,0;16,6
MINAS GERAIS;March 2014;10,0;16,5
MINAS GERAIS;April 2014;10,0;16,5
MINAS GERAIS;May 2014;9,0;16,5
MINAS GERAIS;June 2014;9,0;16,6
MINAS GERAIS;July 2014;5,0;17,5
MINAS GERAIS;August 2014;5,0;17,6
MINAS GERAIS;September 2014;7,0;17,0
MINAS GERAIS;October 2014;7,0;16,8
MINAS GERAIS;November 2014;9,0;16,6
MINAS GERAIS;December 2014;10,0;16,4
MINAS GERAIS;January 2015;7,0;17,1
MINAS GERAIS;February 2015;5,0;17,4
MINAS GERAIS;March 2015;8,0;16,9
MINAS GERAIS;April 2015;8,0;16,7
MINAS GERAIS;May 2015;7,0;17,1
MINAS GERAIS;June 2015;5,0;17,4
MINAS GERAIS;July 2015;6,0;17,2
MINAS GERAIS;August 2015;7,0;16,8
MINAS GERAIS;September 2015;5,0;17,4
MINAS GERAIS;October 2015;6,0;17,1
MINAS GERAIS;November 2015;8,0;16,6
MINAS GERAIS;December 2015;9,0;16,8
MINAS GERAIS;January 2016;6,0;17,2
MINAS GERAIS;February 2016;8,0;16,6
MINAS GERAIS;March 2016;9,0;16,7
MINAS GERAIS;April 2016;9,0;16,7
MINAS GERAIS;May 2016;7,0;16,9
MINAS GERAIS;June 2016;10,0;16,3
MINAS GERAIS;July 2016;5,0;17,6
MINAS GERAIS;August 2016;9,0;16,4
MINAS GERAIS;September 2016;7,0;17,1
MINAS GERAIS;October 2016;7,0;17,1
MINAS GERAIS;November 2016;9,0;16,5
MINAS GERAIS;December 2016;6,0;17,3
MINAS GERAIS;January 2017;6,0;17,1
MINAS GERAIS;February 2017;5,0;17,3
MINAS GERAIS;March 2017;5,0;17,5
MINAS GERAIS;April 2017;10,0;16,3
MINAS GERAIS;May 2017;10,0;16,5
MINAS GERAIS;June 2017;7,0;17,0
MINAS GERAIS;July 2017;10,0;16,6
MINAS GERAIS;August 2017;9,0;16,6
MINAS GERAIS;September 2017;5,0;17,6
MINAS GERAIS;October 2017;8,0;16,9
MINAS GERAIS;November 2017;6,0;17,1
MINAS GERAIS;December 2017;7,0;17,0
MINAS GERAIS;January 2018;9,0;16,7
MINAS GERAIS;February 2018;7,0;16,9
MINAS GERAIS;March 2018;5,0;17,4
MINAS GERAIS;April 2018;8,0;16,9
MINAS GERAIS;May 2018;9,0;16,6
MINAS GERAIS;June 2018;9,0;16,7
MINAS GERAIS;July 2018;9,0;16,6
MINAS GERAIS;August 2018;9,0;16,6
MINAS GERAIS;September 2018;7,0;17,1
MINAS GERAIS;October 2018;5,0;17,4
MINAS GERAIS;November 2018;6,0;17,1
MINAS GERAIS;December 2018;6,0;17,3
MINAS GERAIS;January 2019;10,0;16,3
MINAS GERAIS;February 2019;8,0;16,9
MINAS GERAIS;March 2019;5,0;17,5
MINAS GERAIS;April 2019;5,0;17,4
MINAS GERAIS;May 2019;6,0;17,2
MINAS GERAIS;June 2019;10,0;16,4
MINAS GERAIS;July 2019;6,0;17,3
MINAS GERAIS;August 2019;6,0;17,1
MINAS GERAIS;September 2019;6,0;17,1
MINAS GERAIS;October 2019;8,0;16,9
MINAS GERAIS;November 2019;10,0;16,4
PARÁ;May 2010;7,0;17,0
PARÁ;July 2010;7,0;16,8
PARÁ;October 2010;9,0;16,8
PARÁ;December 2010;10,0;16,6
PARÁ;January 2011;8,0;16,7
PARÁ;February 2011;5,0;17,5
PARÁ;March 2011;6,0;17,2
PARÁ;April 2011;5,0;17,3
PARÁ;May 2011;9,0;16,6
PARÁ;July 2011;7,0;17,0
PARÁ;August 2011;7,0;17,1
PARÁ;September 2011;8,0;16,9
PARÁ;October 2011;8,0;16,8
PARÁ;November 2011;5,0;17,4
PARÁ;December 2011;5,0;17,5
PARÁ;January 2012;5,0;17,4
PARÁ;February 2012;9,0;16,5
PARÁ;March 2012;5,0;17,5
PARÁ;April 2012;5,0;17,6
PARÁ;May 2012;5,0;17,5
PARÁ;June 2012;5,0;17,4
PARÁ;July 2012;6,0;17,3
PARÁ;August 2012;5,0;17,5
PARÁ;September 2012;10,0;16,5
PARÁ;October 2012;7,0;16,9
PARÁ;November 2012;10,0;16,4
PARÁ;December 2012;5,0;17,6
PARÁ;January 2013;5,0;17,6
PARÁ;February 2013;9,0;16,7
PARÁ;March 2013;6,0;17,3
PARÁ;April 2013;7,0;17,0
PARÁ;May 2013;8,0;16,7
PARÁ;June 2013;6,0;17,3
PARÁ;July 2013;5,0;17,5
PARÁ;August 2013;5,0;17,4
PARÁ;September 2013;5,0;17,6
PARÁ;October 2013;8,0;16,7
PARÁ;November 2013;7,0;16,9
PARÁ;December 2013;7,0;16,8
PARÁ;January 2014;9,0;16,6
PARÁ;February 2014;6,0;17,1
PARÁ;March 2014;9,0;16,7
PARÁ;April 2014;10,0;16,5
PARÁ;May 2014;6,0;17,2
PARÁ;June 2014;6,0;17,1
PARÁ;July 2014;10,0;16,3
PARÁ;August 2014;5,0;17,4
PARÁ;September 2014;9,0;16,5
PARÁ;October 2014;7,0;17,0
PARÁ;November 2014;5,0;17,4
PARÁ;December 2014;6,0;17,4
PARÁ;January 2015;5,0;17,4
PARÁ;February 2015;7,0;16,8
PARÁ;March 2015;8,0;16,8
PARÁ;April 2015;8,0;16,9
PARÁ;May 2015;7,0;16,9
PARÁ;June 2015;6,0;17,2
PARÁ;July 2015;8,0;16,9
PARÁ;August 2015;6,0;17,0
PARÁ;September 2015;5,0;17,4
PARÁ;October 2015;5,0;17,4
PARÁ;November 2015;10,0;16,6
PARÁ;December 2015;7,0;17,1
PARÁ;January 2016;9,0;16,6
PARÁ;February 2016;5,0;17,3
PARÁ;March 2016;9,0;16,5
PARÁ;April 2016;5,0;17,6
PARÁ;May 2016;5,0;17,6
PARÁ;June 2016;8,0;16,7
PARÁ;July 2016;8,0;16,8
PARÁ;August 2016;7,0;17,0
PARÁ;September 2016;8,0;16,9
PARÁ;October 2016;5,0;17,3
PARÁ;November 2016;5,0;17,4
PARÁ;December 2016;5,0;17,4
PARÁ;January 2017;8,0;16,7
PARÁ;February 2017;8,0;16,9
PARÁ;March 2017;7,0;17,0
PARÁ;April 2017;6,0;17,4
PARÁ;May 2017;7,0;16,8
PARÁ;June 2017;7,0;16,8
PARÁ;July 2017;9,0;16,7
PARÁ;August 2017;8,0;16,6
PARÁ;September 2017;9,0;16,5
PARÁ;October 2017;10,0;16,4
PARÁ;November 2017;9,0;16,4
PARÁ;December 2017;5,0;17,5
PARÁ;January 2018;5,0;17,3
PARÁ;February 2018;9,0;16,7
PARÁ;March 2018;7,0;17,0
PARÁ;April 2018;7,0;17,1
PARÁ;May 2018;8,0;16,8
PARÁ;June 2018;5,0;17,3
PARÁ;July 2018;8,0;16,6
PARÁ;August 2018;10,0;16,5
PARÁ;September 2018;9,0;16,7
PARÁ;October 2018;5,0;17,5
PARÁ;November 2018;8,0;16,8
PARÁ;December 2018;6,0;17,2
PARÁ;January 2019;6,0;17,2
PARÁ;February 2019;6,0;17,1
PARÁ;March 2019;6,0;17,3
PARÁ;April 2019;10,0;16,5
PARÁ;May 2019;7,0;16,8
PARÁ;June 2019;7,0;17,1
PARÁ;July 2019;8,0;16,7
PARÁ;August 2019;10,0;16,6
PARÁ;September 2019;5,0;17,4
PARÁ;October 2019;8,0;16,7
PARÁ;November 2019;10,0;16,3
PARAÍBA;December 2009;6,0;17,0
PARAÍBA;January 2010;8,0;16,8
PARAÍBA;February 2010;10,0;16,5
PARAÍBA;March 2010;10,0;16,5
PARAÍBA;April 2010;9,0;16,7
PARAÍBA;May 2010;6,0;17,2
PARAÍBA;June 2010;9,0;16,8
PARAÍBA;July 2010;5,0;17,3
PARAÍBA;August 2010;9,0;16,6
PARAÍBA;September 2010;9,0;16,7
PARAÍBA;October 2010;5,0;17,3
PARAÍBA;November 2010;7,0;16,9
PARAÍBA;December 2010;6,0;17,2
PARAÍBA;January 2011;7,0;17,1
PARAÍBA;February 2011;7,0;16,9
PARAÍBA;March 2011;10,0;16,6
PARAÍBA;April 2011;8,0;16,8
PARAÍBA;May 2011;6,0;17,3
PARAÍBA;June 2011;7,0;17,1
PARAÍBA;July 2011;10,0;16,3
PARAÍBA;August 2011;6,0;17,1
PARAÍBA;September 2011;8,0;16,8
PARAÍBA;October 2011;8,0;16,9
PARAÍBA;November 2011;6,0;17,2
PARAÍBA;December 2011;6,0;17,1
PARAÍBA;January 2012;7,0;17,0
PARAÍBA;February 2012;9,0;16,7
PARAÍBA;March 2012;6,0;17,1
PARAÍBA;April 2012;10,0;16,5
PARAÍBA;May 2012;7,0;17,1
PARAÍBA;June 2012;7,0;16,8
PARAÍBA;July 2012;9,0;16,6
PARAÍBA;August 2012;7,0;16,8
PARAÍBA;September 2012;9,0;16,7
PARAÍBA;October 2012;6,0;17,2
PARAÍBA;November 2012;6,0;17,1
PARAÍBA;December 2012;6,0;17,3
PARAÍBA;January 2013;5,0;17,6
PARAÍBA;February 2013;9,0;16,7
PARAÍBA;March 2013;6,0;17,3
PARAÍBA;April 2013;7,0;17,0
PARAÍBA;May 2013;5,0;17,3
PARAÍBA;June 2013;5,0;17,4
PARAÍBA;July 2013;5,0;17,3
PARAÍBA;August 2013;9,0;16,6
PARAÍBA;September 2013;7,0;16,8
PARAÍBA;October 2013;8,0;16,7
PARAÍBA;November 2013;8,0;16,9
PARAÍBA;December 2013;8,0;16,7
PARAÍBA;January 2014;5,0;17,6
PARAÍBA;February 2014;7,0;17,1
PARAÍBA;March 2014;10,0;16,3
PARAÍBA;April 2014;7,0;16,9
PARAÍBA;May 2014;6,0;17,3
PARAÍBA;June 2014;8,0;16,6
PARAÍBA;July 2014;8,0;16,7
PARAÍBA;August 2014;8,0;16,8
PARAÍBA;September 2014;5,0;17,3
PARAÍBA;October 2014;8,0;16,6
PARAÍBA;November 2014;6,0;17,1
PARAÍBA;December 2014;8,0;16,6
PARAÍBA;January 2015;7,0;16,9
PARAÍBA;February 2015;5,0;17,5
PARAÍBA;March 2015;9,0;16,7
PARAÍBA;April 2015;7,0;17,0
PARAÍBA;May 2015;7,0;17,0
PARAÍBA;June 2015;9,0;16,5
PARAÍBA;July 2015;5,0;17,5
PARAÍBA;August 2015;10,0;16,4
PARAÍBA;September 2015;9,0;16,7
PARAÍBA;October 2015;10,0;16,3
PARAÍBA;November 2015;5,0;17,4
PARAÍBA;December 2015;5,0;17,3
PARAÍBA;January 2016;7,0;17,1
PARAÍBA;February 2016;8,0;16,9
PARAÍBA;March 2016;10,0;16,6
PARAÍBA;April 2016;6,0;17,3
PARAÍBA;May 2016;10,0;16,4
PARAÍBA;June 2016;9,0;16,7
PARAÍBA;July 2016;10,0;16,3
PARAÍBA;August 2016;9,0;16,6
PARAÍBA;September 2016;8,0;16,9
PARAÍBA;October 2016;7,0;17,0
PARAÍBA;November 2016;7,0;17,0
PARAÍBA;December 2016;8,0;16,6
PARAÍBA;January 2017;10,0;16,3
PARAÍBA;February 2017;6,0;17,0
PARAÍBA;March 2017;5,0;17,5
PARAÍBA;April 2017;8,0;16,9
PARAÍBA;May 2017;10,0;16,5
PARAÍBA;June 2017;9,0;16,5
PARAÍBA;July 2017;5,0;17,5
PARAÍBA;August 2017;5,0;17,3
PARAÍBA;September 2017;9,0;16,5
PARAÍBA;October 2017;8,0;16,6
PARAÍBA;November 2017;8,0;16,7
PARAÍBA;December 2017;6,0;17,3
PARAÍBA;January 2018;8,0;16,9
PARAÍBA;February 2018;9,0;16,5
PARAÍBA;March 2018;10,0;16,6
PARAÍBA;April 2018;7,0;17,0
PARAÍBA;May 2018;10,0;16,4
PARAÍBA;June 2018;10,0;16,3
PARAÍBA;July 2018;7,0;17,1
PARAÍBA;August 2018;10,0;16,4
PARAÍBA;September 2018;10,0;16,5
PARAÍBA;October 2018;5,0;17,6
PARAÍBA;November 2018;7,0;17,1
PARAÍBA;December 2018;8,0;16,6
PARAÍBA;January 2019;6,0;17,3
PARAÍBA;February 2019;8,0;16,6
PARAÍBA;March 2019;8,0;16,6
PARAÍBA;April 2019;9,0;16,7
PARAÍBA;May 2019;5,0;17,5
PARAÍBA;June 2019;9,0;16,6
PARAÍBA;July 2019;8,0;16,9
PARAÍBA;August 2019;10,0;16,6
PARAÍBA;September 2019;8,0;16,8
PARAÍBA;October 2019;6,0;17,3
PARAÍBA;November 2019;8,0;16,6
PARANÁ;December 2009;6,0;17,3
PARANÁ;January 2010;6,0;17,3
PARANÁ;February 2010;7,0;17,0
PARANÁ;March 2010;10,0;16,4
PARANÁ;April 2010;6,0;17,3
PARANÁ;May 2010;6,0;17,3
PARANÁ;June 2010;6,0;17,3
PARANÁ;July 2010;5,0;17,6
PARANÁ;August 2010;10,0;16,4
PARANÁ;September 2010;8,0;16,7
PARANÁ;October 2010;5,0;17,4
PARANÁ;November 2010;7,0;16,9
PARANÁ;December 2010;7,0;17,0
PARANÁ;January 2011;10,0;16,5
PARANÁ;February 2011;8,0;16,7
PARANÁ;March 2011;9,0;16,5
PARANÁ;April 2011;6,0;17,1
PARANÁ;May 2011;10,0;16,4
PARANÁ;June 2011;6,0;17,3
PARANÁ;July 2011;8,0;16,6
PARANÁ;August 2011;5,0;17,6
PARANÁ;September 2011;8,0;16,9
PARANÁ;October 2011;6,0;17,2
PARANÁ;November 2011;8,0;16,8
PARANÁ;December 2011;9,0;16,7
PARANÁ;January 2012;10,0;16,6
PARANÁ;February 2012;9,0;16,6
PARANÁ;March 2012;6,0;17,1
PARANÁ;April 2012;5,0;17,5
PARANÁ;May 2012;5,0;17,6
PARANÁ;June 2012;7,0;16,8
PARANÁ;July 2012;6,0;17,3
PARANÁ;August 2012;7,0;16,9
PARANÁ;September 2012;8,0;16,6
PARANÁ;October 2012;10,0;16,4
PARANÁ;November 2012;6,0;17,2
PARANÁ;December 2012;7,0;17,1
PARANÁ;January 2013;7,0;17,1
PARANÁ;February 2013;5,0;17,6
PARANÁ;March 2013;5,0;17,4
PARANÁ;April 2013;6,0;17,3
PARANÁ;May 2013;8,0;16,8
PARANÁ;June 2013;10,0;16,5
PARANÁ;July 2013;10,0;16,5
PARANÁ;August 2013;9,0;16,4
PARANÁ;September 2013;7,0;17,0
PARANÁ;October 2013;10,0;16,4
PARANÁ;November 2013;6,0;17,1
PARANÁ;December 2013;5,0;17,4
PARANÁ;January 2014;7,0;16,8
PARANÁ;February 2014;10,0;16,5
PARANÁ;March 2014;8,0;16,7
PARANÁ;April 2014;6,0;17,3
PARANÁ;May 2014;8,0;16,7
PARANÁ;June 2014;9,0;16,7
PARANÁ;July 2014;7,0;16,8
PARANÁ;August 2014;10,0;16,5
PARANÁ;September 2014;7,0;16,9
PARANÁ;October 2014;7,0;17,1
PARANÁ;November 2014;6,0;17,0
PARANÁ;December 2014;7,0;16,8
PARANÁ;January 2015;9,0;16,5
PARANÁ;February 2015;9,0;16,7
PARANÁ;March 2015;5,0;17,4
PARANÁ;April 2015;6,0;17,3
PARANÁ;May 2015;9,0;16,7
PARANÁ;June 2015;9,0;16,8
PARANÁ;July 2015;5,0;17,6
PARANÁ;August 2015;10,0;16,5
PARANÁ;September 2015;6,0;17,3
PARANÁ;October 2015;6,0;17,3
PARANÁ;November 2015;6,0;17,1
PARANÁ;December 2015;8,0;16,9
PARANÁ;January 2016;10,0;16,3
PARANÁ;February 2016;10,0;16,4
PARANÁ;March 2016;5,0;17,3
PARANÁ;April 2016;9,0;16,8
PARANÁ;May 2016;5,0;17,4
PARANÁ;June 2016;8,0;16,7
PARANÁ;July 2016;8,0;16,6
PARANÁ;August 2016;5,0;17,5
PARANÁ;September 2016;7,0;17,0
PARANÁ;October 2016;10,0;16,4
PARANÁ;November 2016;6,0;17,3
PARANÁ;December 2016;8,0;16,9
PARANÁ;January 2017;8,0;16,7
PARANÁ;February 2017;9,0;16,7
PARANÁ;March 2017;6,0;17,3
PARANÁ;April 2017;8,0;16,8
PARANÁ;May 2017;9,0;16,5
PARANÁ;June 2017;5,0;17,6
PARANÁ;July 2017;10,0;16,3
PARANÁ;August 2017;6,0;17,2
PARANÁ;September 2017;10,0;16,5
PARANÁ;October 2017;6,0;17,2
PARANÁ;November 2017;9,0;16,7
PARANÁ;December 2017;8,0;16,9
PARANÁ;January 2018;6,0;17,2
PARANÁ;February 2018;7,0;17,0
PARANÁ;March 2018;8,0;16,8
PARANÁ;April 2018;9,0;16,7
PARANÁ;May 2018;5,0;17,4
PARANÁ;June 2018;5,0;17,5
PARANÁ;July 2018;5,0;17,6
PARANÁ;August 2018;6,0;17,2
PARANÁ;September 2018;6,0;17,1
PARANÁ;October 2018;8,0;16,8
PARANÁ;November 2018;6,0;17,2
PARANÁ;December 2018;9,0;16,6
PARANÁ;January 2019;8,0;16,8
PARANÁ;February 2019;8,0;16,8
PARANÁ;March 2019;10,0;16,4
PARANÁ;April 2019;9,0;16,7
PARANÁ;May 2019;6,0;17,1
PARANÁ;June 2019;7,0;17,0
PARANÁ;July 2019;7,0;17,1
PARANÁ;August 2019;8,0;16,9
PARANÁ;September 2019;8,0;16,7
PARANÁ;October 2019;6,0;17,3
PARANÁ;November 2019;5,0;17,3
PERNAMBUCO;December 2009;7,0;17,0
PERNAMBUCO;January 2010;8,0;16,8
PERNAMBUCO;February 2010;10,0;16,5
PERNAMBUCO;March 2010;7,0;17,1
PERNAMBUCO;April 2010;7,0;17,0
PERNAMBUCO;May 2010;7,0;16,8
PERNAMBUCO;June 2010;10,0;16,3
PERNAMBUCO;July 2010;5,0;17,4
PERNAMBUCO;August 2010;6,0;17,2
PERNAMBUCO;September 2010;8,0;16,8
PERNAMBUCO;October 2010;7,0;17,0
PERNAMBUCO;November 2010;5,0;17,6
PERNAMBUCO;December 2010;9,0;16,6
PERNAMBUCO;January 2011;6,0;17,3
PERNAMBUCO;February 2011;8,0;16,7
PERNAMBUCO;March 2011;5,0;17,3
PERNAMBUCO;April 2011;10,0;16,5
PERNAMBUCO;May 2011;8,0;16,9
PERNAMBUCO;June 2011;8,0;16,9
PERNAMBUCO;July 2011;9,0;16,5
PERNAMBUCO;August 2011;6,0;17,2
PERNAMBUCO;September 2011;5,0;17,6
PERNAMBUCO;October 2011;7,0;17,0
PERNAMBUCO;November 2011;6,0;17,3
PERNAMBUCO;December 2011;7,0;16,8
PERNAMBUCO;January 2012;6,0;17,2
PERNAMBUCO;February 2012;8,0;16,8
PERNAMBUCO;March 2012;5,0;17,6
PERNAMBUCO;April 2012;5,0;17,6
PERNAMBUCO;May 2012;9,0;16,7
PERNAMBUCO;June 2012;8,0;16,7
PERNAMBUCO;July 2012;5,0;17,5
PERNAMBUCO;August 2012;6,0;17,1
PERNAMBUCO;September 2012;6,0;17,1
PERNAMBUCO;October 2012;7,0;17,0
PERNAMBUCO;November 2012;9,0;16,4
PERNAMBUCO;December 2012;8,0;16,9
PERNAMBUCO;January 2013;8,0;16,8
PERNAMBUCO;February 2013;7,0;17,0
PERNAMBUCO;March 2013;8,0;16,8
PERNAMBUCO;April 2013;8,0;16,8
PERNAMBUCO;May 2013;7,0;17,0
PERNAMBUCO;June 2013;10,0;16,4
PERNAMBUCO;July 2013;9,0;16,7
PERNAMBUCO;August 2013;5,0;17,6
PERNAMBUCO;September 2013;8,0;16,6
PERNAMBUCO;October 2013;10,0;16,4
PERNAMBUCO;November 2013;6,0;17,2
PERNAMBUCO;December 2013;10,0;16,5
PERNAMBUCO;January 2014;10,0;16,3
PERNAMBUCO;February 2014;6,0;17,3
PERNAMBUCO;March 2014;6,0;17,3
PERNAMBUCO;April 2014;6,0;17,0
PERNAMBUCO;May 2014;6,0;17,3
PERNAMBUCO;June 2014;10,0;16,4
PERNAMBUCO;July 2014;8,0;16,6
PERNAMBUCO;August 2014;9,0;16,5
PERNAMBUCO;September 2014;5,0;17,6
PERNAMBUCO;October 2014;7,0;16,9
PERNAMBUCO;November 2014;7,0;17,0
PERNAMBUCO;December 2014;6,0;17,1
PERNAMBUCO;January 2015;5,0;17,4
PERNAMBUCO;February 2015;6,0;17,1
PERNAMBUCO;March 2015;5,0;17,6
PERNAMBUCO;April 2015;10,0;16,4
PERNAMBUCO;May 2015;5,0;17,5
PERNAMBUCO;June 2015;6,0;17,2
PERNAMBUCO;July 2015;6,0;17,3
PERNAMBUCO;August 2015;10,0;16,5
PERNAMBUCO;September 2015;7,0;17,0
PERNAMBUCO;October 2015;10,0;16,4
PERNAMBUCO;November 2015;6,0;17,3
PERNAMBUCO;December 2015;6,0;17,1
PERNAMBUCO;January 2016;10,0;16,5
PERNAMBUCO;February 2016;5,0;17,5
PERNAMBUCO;March 2016;6,0;17,2
PERNAMBUCO;April 2016;6,0;17,2
PERNAMBUCO;May 2016;8,0;16,9
PERNAMBUCO;June 2016;10,0;16,3
PERNAMBUCO;July 2016;7,0;17,0
PERNAMBUCO;August 2016;6,0;17,2
PERNAMBUCO;September 2016;9,0;16,8
PERNAMBUCO;October 2016;7,0;17,0
PERNAMBUCO;November 2016;6,0;17,2
PERNAMBUCO;December 2016;9,0;16,5
PERNAMBUCO;January 2017;8,0;16,6
PERNAMBUCO;February 2017;5,0;17,6
PERNAMBUCO;March 2017;5,0;17,3
PERNAMBUCO;April 2017;5,0;17,4
PERNAMBUCO;May 2017;10,0;16,6
PERNAMBUCO;June 2017;6,0;17,2
PERNAMBUCO;July 2017;10,0;16,5
PERNAMBUCO;August 2017;8,0;16,8
PERNAMBUCO;September 2017;10,0;16,6
PERNAMBUCO;October 2017;6,0;17,2
PERNAMBUCO;November 2017;10,0;16,5
PERNAMBUCO;December 2017;7,0;16,9
PERNAMBUCO;January 2018;9,0;16,6
PERNAMBUCO;February 2018;8,0;16,7
PERNAMBUCO;March 2018;5,0;17,4
PERNAMBUCO;April 2018;6,0;17,0
PERNAMBUCO;May 2018;6,0;17,1
PERNAMBUCO;June 2018;10,0;16,5
PERNAMBUCO;July 2018;6,0;17,1
PERNAMBUCO;August 2018;8,0;16,6
PERNAMBUCO;September 2018;9,0;16,6
PERNAMBUCO;October 2018;9,0;16,6
PERNAMBUCO;November 2018;7,0;16,8
PERNAMBUCO;December 2018;7,0;17,1
PERNAMBUCO;January 2019;8,0;16,9
PERNAMBUCO;February 2019;7,0;16,9
PERNAMBUCO;March 2019;8,0;16,9
PERNAMBUCO;April 2019;6,0;17,2
PERNAMBUCO;May 2019;9,0;16,7
PERNAMBUCO;June 2019;7,0;16,9
PERNAMBUCO;July 2019;5,0;17,6
PERNAMBUCO;August 2019;9,0;16,7
PERNAMBUCO;September 2019;9,0;16,7
PERNAMBUCO;October 2019;6,0;17,4
PERNAMBUCO;November 2019;6,0;17,1
PIAUÍ;December 2009;5,0;17,4
PIAUÍ;January 2010;5,0;17,4
PIAUÍ;February 2010;6,0;17,3
PIAUÍ;March 2010;6,0;17,2
PIAUÍ;April 2010;8,0;16,9
PIAUÍ;May 2010;8,0;16,7
PIAUÍ;June 2010;5,0;17,3
PIAUÍ;August 2010;10,0;16,3
PIAUÍ;October 2010;10,0;16,4
PIAUÍ;November 2010;10,0;16,6
PIAUÍ;December 2010;7,0;16,9
